153. Danh mục xã, phường cũ
Mã|Tên|Huyện|Tỉnh
153.00020428|Phường Cẩm Nam|Thành phố Hội An|Tỉnh Quảng Nam
153.00020431|Xã Cẩm Thanh|Thành phố Hội An|Tỉnh Quảng Nam
153.00020434|Xã Tân Hiệp|Thành phố Hội An|Tỉnh Quảng Nam
153.00020437|Xã Ch'ơm|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020440|Xã Ga Ri|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020443|Xã A Xan|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020446|Xã Tr'Hy|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020449|Xã Lăng|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020452|Xã A Nông|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020455|Xã A Tiêng|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020458|Xã Bha Lê|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020461|Xã A Vương|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020464|Xã Dang|Huyện Tây Giang|Tỉnh Quảng Nam
153.00020467|Thị trấn P Rao|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020470|Xã Tà Lu|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020473|Xã Sông Kôn|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020476|Xã Jơ Ngây|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020479|Xã A Ting|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020482|Xã Tư|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020485|Xã Ba|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020488|Xã A Rooi|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020491|Xã Za Hung|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020494|Xã Mà Cooi|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020497|Xã Ka Dăng|Huyện Đông Giang|Tỉnh Quảng Nam
153.00020500|Thị Trấn Ái Nghĩa|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020503|Xã Đại Sơn|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020506|Xã Đại Lãnh|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020509|Xã Đại Hưng|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020512|Xã Đại Hồng|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020515|Xã Đại Đồng|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020518|Xã Đại Quang|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020521|Xã Đại Nghĩa|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020524|Xã Đại Hiệp|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020527|Xã Đại Thạnh|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020530|Xã Đại Chánh|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020533|Xã Đại Tân|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020536|Xã Đại Phong|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020539|Xã Đại Minh|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020542|Xã Đại Thắng|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020545|Xã Đại Cường|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020547|Xã Đại An|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020548|Xã Đại Hòa|Huyện Đại Lộc|Tỉnh Quảng Nam
153.00020551|Phường Vĩnh Điện|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020554|Xã Điện Tiến|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020557|Xã Điện Hòa|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020560|Xã Điện Thắng Bắc|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020561|Xã Điện Thắng Trung|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020562|Xã Điện Thắng Nam|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020563|Phường Điện Ngọc|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020566|Xã Điện Hồng|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020569|Xã Điện Thọ|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020572|Xã Điện Phước|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020575|Phường Điện An|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020578|Phường Điện Nam Bắc|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020579|Phường Điện Nam Trung|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020580|Phường Điện Nam Đông|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020581|Phường Điện Dương|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020584|Xã Điện Quang|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020587|Xã Điện Trung|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020590|Xã Điện Phong|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020593|Xã Điện Minh|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020596|Xã Điện Phương|Thị xã Điện Bàn|Tỉnh Quảng Nam
153.00020599|Thị trấn Nam Phước|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020602|Xã Duy Thu|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020605|Xã Duy Phú|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020608|Xã Duy Tân|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020611|Xã Duy Hòa|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020614|Xã Duy Châu|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020617|Xã Duy Trinh|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020620|Xã Duy Sơn|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020623|Xã Duy Trung|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020626|Xã Duy Phước|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020629|Xã Duy Thành|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020632|Xã Duy Vinh|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020635|Xã Duy Nghĩa|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020638|Xã Duy Hải|Huyện Duy Xuyên|Tỉnh Quảng Nam
153.00020641|Thị trấn Đông Phú|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020644|Xã Quế Xuân 1|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020647|Xã Quế Xuân 2|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020650|Xã Quế Phú|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020651|Thị trấn Hương An|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020659|Xã Quế Hiệp|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020662|Xã Quế Thuận|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020665|Xã Quế Mỹ|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020677|Xã Quế Long|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020680|Xã Quế Châu|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020683|Xã Quế Phong|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020686|Xã Quế An|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020689|Xã Quế Minh|Huyện Quế Sơn|Tỉnh Quảng Nam
153.00020695|Thị trấn Thạnh Mỹ|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020698|Xã Laêê|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020699|Xã Chơ Chun|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020701|Xã Zuôich|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020702|Xã Tà Pơơ|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020704|Xã La Dêê|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020705|Xã Đắc Tôi|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020707|Xã Chà Vàl|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020710|Xã Tà Bhinh|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020713|Xã Cà Dy|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020716|Xã Đắc Pre|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020719|Xã Đắc Pring|Huyện Nam Giang|Tỉnh Quảng Nam
153.00020722|Thị trấn Khâm Đức|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020725|Xã Phước Xuân|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020728|Xã Phước Hiệp|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020729|Xã Phước Hòa|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020731|Xã Phước Đức|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020734|Xã Phước Năng|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020737|Xã Phước Mỹ|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020740|Xã Phước Chánh|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020743|Xã Phước Công|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020746|Xã Phước Kim|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020749|Xã Phước Lộc|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020752|Xã Phước Thành|Huyện Phước Sơn|Tỉnh Quảng Nam
153.00020758|Xã Hiệp Hòa|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020761|Xã Hiệp Thuận|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020764|Xã Quế Thọ|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020767|Xã Bình Lâm|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020770|Xã Sông Trà|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020773|Xã Phước Trà|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020776|Xã Phước Gia|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020779|Thị trấn Tân Bình|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020782|Xã Quế Lưu|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020785|Xã Thăng Phước|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020788|Xã Bình Sơn|Huyện Hiệp Đức|Tỉnh Quảng Nam
153.00020791|Thị trấn Hà Lam|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020794|Xã Bình Dương|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020797|Xã Bình Giang|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020800|Xã Bình Nguyên|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020803|Xã Bình Phục|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020806|Xã Bình Triều|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020809|Xã Bình Đào|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020812|Xã Bình Minh|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020815|Xã Bình Lãnh|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020818|Xã Bình Trị|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020821|Xã Bình Định Bắc|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020822|Xã Bình Định Nam|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020824|Xã Bình Quý|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020827|Xã Bình Phú|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020830|Xã Bình Chánh|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020833|Xã Bình Tú|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020836|Xã Bình Sa|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020839|Xã Bình Hải|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020842|Xã Bình Quế|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020845|Xã Bình An|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020848|Xã Bình Trung|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020851|Xã Bình Nam|Huyện Thăng Bình|Tỉnh Quảng Nam
153.00020854|Thị trấn Tiên Kỳ|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020857|Xã Tiên Sơn|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020860|Xã Tiên Hà|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020863|Xã Tiên Cẩm|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020866|Xã Tiên Châu|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020869|Xã Tiên Lãnh|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020872|Xã Tiên Ngọc|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020875|Xã Tiên Hiệp|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020878|Xã Tiên Cảnh|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020881|Xã Tiên Mỹ|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020884|Xã Tiên Phong|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020887|Xã Tiên Thọ|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020890|Xã Tiên An|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020893|Xã Tiên Lộc|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020896|Xã Tiên Lập|Huyện Tiên Phước|Tỉnh Quảng Nam
153.00020899|Thị trấn Trà My|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020900|Xã Trà Sơn|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020902|Xã Trà Kót|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020905|Xã Trà Nú|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020908|Xã Trà Đông|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020911|Xã Trà Dương|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020914|Xã Trà Giang|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020917|Xã Trà Bui|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020920|Xã Trà Đốc|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020923|Xã Trà Tân|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020926|Xã Trà Giác|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020929|Xã Trà Giáp|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020932|Xã Trà Ka|Huyện Bắc Trà My|Tỉnh Quảng Nam
153.00020935|Xã Trà Leng|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020938|Xã Trà Dơn|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020941|Xã Trà Tập|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020944|Xã Trà Mai|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020947|Xã Trà Cang|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020950|Xã Trà Linh|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020953|Xã Trà Nam|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020956|Xã Trà Don|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020959|Xã Trà Vân|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020962|Xã Trà Vinh|Huyện Nam Trà My|Tỉnh Quảng Nam
153.00020965|Thị trấn Núi Thành|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020968|Xã Tam Xuân I|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020971|Xã Tam Xuân II|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020974|Xã Tam Tiến|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020977|Xã Tam Sơn|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020980|Xã Tam Thạnh|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020983|Xã Tam Anh Bắc|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020984|Xã Tam Anh Nam|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020986|Xã Tam Hòa|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020989|Xã Tam Hiệp|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020992|Xã Tam Hải|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020995|Xã Tam Giang|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020998|Xã Tam Quang|Huyện Núi Thành|Tỉnh Quảng Nam
153.00021001|Xã Tam Nghĩa|Huyện Núi Thành|Tỉnh Quảng Nam
153.00021004|Xã Tam Mỹ Tây|Huyện Núi Thành|Tỉnh Quảng Nam
153.00021005|Xã Tam Mỹ Đông|Huyện Núi Thành|Tỉnh Quảng Nam
153.00021007|Xã Tam Trà|Huyện Núi Thành|Tỉnh Quảng Nam
153.00020364|Thị trấn Phú Thịnh|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020365|Xã Tam Thành|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020368|Xã Tam An|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020374|Xã Tam Đàn|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020377|Xã Tam Lộc|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020380|Xã Tam Phước|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020383|Xã Tam Vinh|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020386|Xã Tam Thái|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020387|Xã Tam Đại|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020392|Xã Tam Dân|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020395|Xã Tam Lãnh|Huyện Phú Ninh|Tỉnh Quảng Nam
153.00020656|Xã Quế Trung|Huyện Nông Sơn|Tỉnh Quảng Nam
153.00020668|Xã Ninh Phước|Huyện Nông Sơn|Tỉnh Quảng Nam
153.00020669|Xã Phước Ninh|Huyện Nông Sơn|Tỉnh Quảng Nam
153.00020671|Xã Quế Lộc|Huyện Nông Sơn|Tỉnh Quảng Nam
153.00020672|Xã Sơn Viên|Huyện Nông Sơn|Tỉnh Quảng Nam
153.00020692|Xã Quế Lâm|Huyện Nông Sơn|Tỉnh Quảng Nam
153.00021010|Phường Lê Hồng Phong|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021013|Phường Trần Phú|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021016|Phường Quảng Phú|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021019|Phường Nghĩa Chánh|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021022|Phường Trần Hưng Đạo|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021025|Phường Nguyễn Nghiêm|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021028|Phường Nghĩa Lộ|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021031|Phường Chánh Lộ|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021034|Xã Nghĩa Dũng|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021037|Xã Nghĩa Dõng|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021172|Phường Trương Quang Trọng|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021187|Xã Tịnh Hòa|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021190|Xã Tịnh Kỳ|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021199|Xã Tịnh Thiện|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021202|Xã Tịnh Ấn Đông|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021208|Xã Tịnh Châu|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021211|Xã Tịnh Khê|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021214|Xã Tịnh Long|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021223|Xã Tịnh Ấn Tây|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021232|Xã Tịnh An|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021253|Xã Nghĩa Phú|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021256|Xã Nghĩa Hà|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021262|Xã Nghĩa An|Thành phố Quảng Ngãi|Tỉnh Quảng Ngãi
153.00021040|Thị Trấn Châu Ổ|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021043|Xã Bình Thuận|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021046|Xã Bình Thạnh|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021049|Xã Bình Đông|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021052|Xã Bình Chánh|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021055|Xã Bình Nguyên|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021058|Xã Bình Khương|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021061|Xã Bình Trị|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021064|Xã Bình An|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021067|Xã Bình Hải|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021070|Xã Bình Dương|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021073|Xã Bình Phước|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021079|Xã Bình Hòa|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021082|Xã Bình Trung|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021085|Xã Bình Minh|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021088|Xã Bình Long|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021091|Xã Bình Thanh|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021100|Xã Bình Chương|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021103|Xã Bình Hiệp|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021106|Xã Bình Mỹ|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021109|Xã Bình Tân Phú|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021112|Xã Bình Châu|Huyện Bình Sơn|Tỉnh Quảng Ngãi
153.00021115|Thị trấn Trà Xuân|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021118|Xã Trà Giang|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021121|Xã Trà Thủy|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021124|Xã Trà Hiệp|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021127|Xã Trà Bình|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021130|Xã Trà Phú|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021133|Xã Trà Lâm|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021136|Xã Trà Tân|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021139|Xã Trà Sơn|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021142|Xã Trà Bùi|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021145|Xã Trà Thanh|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021148|Xã Sơn Trà|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021154|Xã Trà Phong|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021157|Xã Hương Trà|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021163|Xã Trà Xinh|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021166|Xã Trà Tây|Huyện Trà Bồng|Tỉnh Quảng Ngãi
153.00021175|Xã Tịnh Thọ|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021178|Xã Tịnh Trà|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021181|Xã Tịnh Phong|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021184|Xã Tịnh Hiệp|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021193|Xã Tịnh Bình|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021196|Xã Tịnh Đông|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021205|Xã Tịnh Bắc|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021217|Xã Tịnh Sơn|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021220|Xã Tịnh Hà|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021226|Xã Tịnh Giang|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021229|Xã Tịnh Minh|Huyện Sơn Tịnh|Tỉnh Quảng Ngãi
153.00021235|Thị trấn La Hà|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021238|Thị trấn Sông Vệ|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021241|Xã Nghĩa Lâm|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021244|Xã Nghĩa Thắng|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021247|Xã Nghĩa Thuận|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021250|Xã Nghĩa Kỳ|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021259|Xã Nghĩa Sơn|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021268|Xã Nghĩa Hòa|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021271|Xã Nghĩa Điền|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021274|Xã Nghĩa Thương|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021277|Xã Nghĩa Trung|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021280|Xã Nghĩa Hiệp|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021283|Xã Nghĩa Phương|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021286|Xã Nghĩa Mỹ|Huyện Tư Nghĩa|Tỉnh Quảng Ngãi
153.00021289|Thị trấn Di Lăng|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021292|Xã Sơn Hạ|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021295|Xã Sơn Thành|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021298|Xã Sơn Nham|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021301|Xã Sơn Bao|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021304|Xã Sơn Linh|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021307|Xã Sơn Giang|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021310|Xã Sơn Trung|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021313|Xã Sơn Thượng|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021316|Xã Sơn Cao|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021319|Xã Sơn Hải|Huyện Sơn Hà|Tỉnh Quảng Ngãi
