153. Danh mục xã, phường cũ
Mã|Tên|Huyện|Tỉnh
153.00021322|Xã Sơn Thủy|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021325|Xã Sơn Kỳ|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021328|Xã Sơn Ba|Huyện Sơn Hà|Tỉnh Quảng Ngãi
153.00021331|Xã Sơn Bua|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021334|Xã Sơn Mùa|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021335|Xã Sơn Liên|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021337|Xã Sơn Tân|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021338|Xã Sơn Màu|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021340|Xã Sơn Dung|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021341|Xã Sơn Long|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021343|Xã Sơn Tinh|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021346|Xã Sơn Lập|Huyện Sơn Tây|Tỉnh Quảng Ngãi
153.00021349|Xã Long Sơn|Huyện Minh Long|Tỉnh Quảng Ngãi
153.00021352|Xã Long Mai|Huyện Minh Long|Tỉnh Quảng Ngãi
153.00021355|Xã Thanh An|Huyện Minh Long|Tỉnh Quảng Ngãi
153.00021358|Xã Long Môn|Huyện Minh Long|Tỉnh Quảng Ngãi
153.00021361|Xã Long Hiệp|Huyện Minh Long|Tỉnh Quảng Ngãi
153.00021364|Thị trấn Chợ Chùa|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021367|Xã Hành Thuận|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021370|Xã Hành Dũng|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021373|Xã Hành Trung|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021376|Xã Hành Nhân|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021379|Xã Hành Đức|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021382|Xã Hành Minh|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021385|Xã Hành Phước|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021388|Xã Hành Thiện|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021391|Xã Hành Thịnh|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021394|Xã Hành Tín Tây|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021397|Xã Hành Tín Đông|Huyện Nghĩa Hành|Tỉnh Quảng Ngãi
153.00021400|Thị trấn Mộ Đức|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021403|Xã Đức Lợi|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021406|Xã Đức Thắng|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021409|Xã Đức Nhuận|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021412|Xã Đức Chánh|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021415|Xã Đức Hiệp|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021418|Xã Đức Minh|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021421|Xã Đức Thạnh|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021424|Xã Đức Hòa|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021427|Xã Đức Tân|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021430|Xã Đức Phú|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021433|Xã Đức Phong|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021436|Xã Đức Lân|Huyện Mộ Đức|Tỉnh Quảng Ngãi
153.00021439|Phường Nguyễn Nghiêm|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021442|Xã Phổ An|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021445|Xã Phổ Phong|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021448|Xã Phổ Thuận|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021451|Phường Phổ Văn|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021454|Phường Phổ Quang|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021457|Xã Phổ Nhơn|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021460|Phường Phổ Ninh|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021463|Phường Phổ Minh|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021466|Phường Phổ Vinh|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021469|Phường Phổ Hòa|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021472|Xã Phổ Cường|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021475|Xã Phổ Khánh|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021478|Phường Phổ Thạnh|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021481|Xã Phổ Châu|Thị xã Đức Phổ|Tỉnh Quảng Ngãi
153.00021484|Thị trấn Ba Tơ|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021487|Xã Ba Điền|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021490|Xã Ba Vinh|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021493|Xã Ba Thành|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021496|Xã Ba Động|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021499|Xã Ba Dinh|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021500|Xã Ba Giang|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021502|Xã Ba Liên|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021505|Xã Ba Ngạc|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021508|Xã Ba Khâm|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021511|Xã Ba Cung|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021517|Xã Ba Tiêu|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021520|Xã Ba Trang|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021523|Xã Ba Tô|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021526|Xã Ba Bích|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021529|Xã Ba Vì|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021532|Xã Ba Lế|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021535|Xã Ba Nam|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021538|Xã Ba Xa|Huyện Ba Tơ|Tỉnh Quảng Ngãi
153.00021550|Phường Nhơn Bình|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021553|Phường Nhơn Phú|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021556|Phường Đống Đa|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021559|Phường Trần Quang Diệu|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021562|Phường Hải Cảng|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021565|Phường Quang Trung|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021568|Phường Thị Nại|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021571|Phường Lê Hồng Phong|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021574|Phường Trần Hưng Đạo|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021577|Phường Ngô Mây|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021580|Phường Lý Thường Kiệt|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021583|Phường Lê Lợi|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021586|Phường Trần Phú|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021589|Phường Bùi Thị Xuân|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021592|Phường Nguyễn Văn Cừ|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021595|Phường Ghềnh Ráng|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021598|Xã Nhơn Lý|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021601|Xã Nhơn Hội|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021604|Xã Nhơn Hải|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021607|Xã Nhơn Châu|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021991|Xã Phước Mỹ|Thành phố Quy Nhơn|Tỉnh Bình Định
153.00021609|Thị trấn An Lão|Huyện An Lão|Tỉnh Bình Định
153.00021610|Xã An Hưng|Huyện An Lão|Tỉnh Bình Định
153.00021613|Xã An Trung|Huyện An Lão|Tỉnh Bình Định
153.00021616|Xã An Dũng|Huyện An Lão|Tỉnh Bình Định
153.00021619|Xã An Vinh|Huyện An Lão|Tỉnh Bình Định
153.00021622|Xã An Tòan|Huyện An Lão|Tỉnh Bình Định
153.00021625|Xã An Tân|Huyện An Lão|Tỉnh Bình Định
153.00021628|Xã An Hòa|Huyện An Lão|Tỉnh Bình Định
153.00021631|Xã An Quang|Huyện An Lão|Tỉnh Bình Định
153.00021634|Xã An Nghĩa|Huyện An Lão|Tỉnh Bình Định
153.00021637|Phường Tam Quan|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021640|Phường Bồng Sơn|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021643|Xã Hòai Sơn|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021646|Xã Hòai Châu Bắc|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021649|Xã Hòai Châu|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021652|Xã Hòai Phú|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021655|Phường Tam Quan Bắc|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021658|Phường Tam Quan Nam|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021661|Phường Hòai Hảo|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021664|Phường Hòai Thanh Tây|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021667|Phường Hòai Thanh|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021670|Phường Hòai Hương|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021673|Phường Hòai Tân|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021676|Xã Hòai Hải|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021679|Phường Hòai Xuân|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021682|Xã Hòai Mỹ|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021685|Phường Hòai Đức|Thị xã Hoài Nhơn|Tỉnh Bình Định
153.00021688|Thị trấn Tăng Bạt Hổ|Huyện Hoài Ân|Tỉnh Bình Định
153.00021690|Xã Ân Hảo Tây|Huyện Hoài Ân|Tỉnh Bình Định
153.00021691|Xã Ân Hảo Đông|Huyện Hoài Ân|Tỉnh Bình Định
153.00021694|Xã Ân Sơn|Huyện Hoài Ân|Tỉnh Bình Định
153.00021697|Xã Ân Mỹ|Huyện Hoài Ân|Tỉnh Bình Định
153.00021700|Xã Đak Mang|Huyện Hoài Ân|Tỉnh Bình Định
153.00021703|Xã Ân Tín|Huyện Hoài Ân|Tỉnh Bình Định
153.00021706|Xã Ân Thạnh|Huyện Hoài Ân|Tỉnh Bình Định
153.00021709|Xã Ân Phong|Huyện Hoài Ân|Tỉnh Bình Định
153.00021712|Xã Ân Đức|Huyện Hoài Ân|Tỉnh Bình Định
153.00021715|Xã Ân Hữu|Huyện Hoài Ân|Tỉnh Bình Định
153.00021718|Xã Bok Tới|Huyện Hoài Ân|Tỉnh Bình Định
153.00021721|Xã Ân Tường Tây|Huyện Hoài Ân|Tỉnh Bình Định
153.00021724|Xã Ân Tường Đông|Huyện Hoài Ân|Tỉnh Bình Định
153.00021727|Xã Ân Nghĩa|Huyện Hoài Ân|Tỉnh Bình Định
153.00021730|Thị trấn Phù Mỹ|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021733|Thị trấn Bình Dương|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021736|Xã Mỹ Đức|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021739|Xã Mỹ Châu|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021742|Xã Mỹ Thắng|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021745|Xã Mỹ Lộc|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021748|Xã Mỹ Lợi|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021751|Xã Mỹ An|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021754|Xã Mỹ Phong|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021757|Xã Mỹ Trinh|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021760|Xã Mỹ Thọ|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021763|Xã Mỹ Hòa|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021766|Xã Mỹ Thành|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021769|Xã Mỹ Chánh|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021772|Xã Mỹ Quang|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021775|Xã Mỹ Hiệp|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021778|Xã Mỹ Tài|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021781|Xã Mỹ Cát|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021784|Xã Mỹ Chánh Tây|Huyện Phù Mỹ|Tỉnh Bình Định
153.00021786|Thị trấn Vĩnh Thạnh|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021787|Xã Vĩnh Sơn|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021790|Xã Vĩnh Kim|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021796|Xã Vĩnh Hiệp|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021799|Xã Vĩnh Hảo|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021801|Xã Vĩnh Hòa|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021802|Xã Vĩnh Thịnh|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021804|Xã Vĩnh Thuận|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021805|Xã Vĩnh Quang|Huyện Vĩnh Thạnh|Tỉnh Bình Định
153.00021808|Thị trấn Phú Phong|Huyện Tây Sơn|Tỉnh Bình Định
153.00021811|Xã Bình Tân|Huyện Tây Sơn|Tỉnh Bình Định
153.00021814|Xã Tây Thuận|Huyện Tây Sơn|Tỉnh Bình Định
153.00021817|Xã Bình Thuận|Huyện Tây Sơn|Tỉnh Bình Định
153.00021820|Xã Tây Giang|Huyện Tây Sơn|Tỉnh Bình Định
153.00021823|Xã Bình Thành|Huyện Tây Sơn|Tỉnh Bình Định
153.00021826|Xã Tây An|Huyện Tây Sơn|Tỉnh Bình Định
153.00021829|Xã Bình Hòa|Huyện Tây Sơn|Tỉnh Bình Định
153.00021832|Xã Tây Bình|Huyện Tây Sơn|Tỉnh Bình Định
153.00021835|Xã Bình Tường|Huyện Tây Sơn|Tỉnh Bình Định
153.00021838|Xã Tây Vinh|Huyện Tây Sơn|Tỉnh Bình Định
153.00021841|Xã Vĩnh An|Huyện Tây Sơn|Tỉnh Bình Định
153.00021844|Xã Tây Xuân|Huyện Tây Sơn|Tỉnh Bình Định
153.00021847|Xã Bình Nghi|Huyện Tây Sơn|Tỉnh Bình Định
153.00021850|Xã Tây Phú|Huyện Tây Sơn|Tỉnh Bình Định
153.00021853|Thị trấn Ngô Mây|Huyện Phù Cát|Tỉnh Bình Định
153.00021856|Xã Cát Sơn|Huyện Phù Cát|Tỉnh Bình Định
153.00021859|Xã Cát Minh|Huyện Phù Cát|Tỉnh Bình Định
153.00021862|Xã Cát Khánh|Huyện Phù Cát|Tỉnh Bình Định
153.00021865|Xã Cát Tài|Huyện Phù Cát|Tỉnh Bình Định
153.00021868|Xã Cát Lâm|Huyện Phù Cát|Tỉnh Bình Định
153.00021871|Xã Cát Hanh|Huyện Phù Cát|Tỉnh Bình Định
153.00021874|Xã Cát Thành|Huyện Phù Cát|Tỉnh Bình Định
153.00021877|Xã Cát Trinh|Huyện Phù Cát|Tỉnh Bình Định
153.00021880|Xã Cát Hải|Huyện Phù Cát|Tỉnh Bình Định
153.00021883|Xã Cát Hiệp|Huyện Phù Cát|Tỉnh Bình Định
153.00021886|Xã Cát Nhơn|Huyện Phù Cát|Tỉnh Bình Định
153.00021889|Xã Cát Hưng|Huyện Phù Cát|Tỉnh Bình Định
153.00021892|Xã Cát Tường|Huyện Phù Cát|Tỉnh Bình Định
153.00021895|Xã Cát Tân|Huyện Phù Cát|Tỉnh Bình Định
153.00021898|Thị trấn Cát Tiến|Huyện Phù Cát|Tỉnh Bình Định
153.00021901|Xã Cát Thắng|Huyện Phù Cát|Tỉnh Bình Định
153.00021904|Xã Cát Chánh|Huyện Phù Cát|Tỉnh Bình Định
153.00021907|Phường Bình Định|Thị xã An Nhơn|Tỉnh Bình Định
153.00021910|Phường Đập Đá|Thị xã An Nhơn|Tỉnh Bình Định
153.00021913|Xã Nhơn Mỹ|Thị xã An Nhơn|Tỉnh Bình Định
153.00021916|Phường Nhơn Thành|Thị xã An Nhơn|Tỉnh Bình Định
153.00021919|Xã Nhơn Hạnh|Thị xã An Nhơn|Tỉnh Bình Định
153.00021922|Xã Nhơn Hậu|Thị xã An Nhơn|Tỉnh Bình Định
153.00021925|Xã Nhơn Phong|Thị xã An Nhơn|Tỉnh Bình Định
153.00021928|Xã Nhơn An|Thị xã An Nhơn|Tỉnh Bình Định
153.00021931|Xã Nhơn Phúc|Thị xã An Nhơn|Tỉnh Bình Định
153.00021934|Phường Nhơn Hưng|Thị xã An Nhơn|Tỉnh Bình Định
153.00021937|Xã Nhơn Khánh|Thị xã An Nhơn|Tỉnh Bình Định
153.00021940|Xã Nhơn Lộc|Thị xã An Nhơn|Tỉnh Bình Định
153.00021943|Phường Nhơn Hòa|Thị xã An Nhơn|Tỉnh Bình Định
153.00021946|Xã Nhơn Tân|Thị xã An Nhơn|Tỉnh Bình Định
153.00021949|Xã Nhơn Thọ|Thị xã An Nhơn|Tỉnh Bình Định
153.00021952|Thị trấn Tuy Phước|Huyện Tuy Phước|Tỉnh Bình Định
153.00021955|Thị trấn Diêu Trì|Huyện Tuy Phước|Tỉnh Bình Định
153.00021958|Xã Phước Thắng|Huyện Tuy Phước|Tỉnh Bình Định
153.00021961|Xã Phước Hưng|Huyện Tuy Phước|Tỉnh Bình Định
153.00021964|Xã Phước Quang|Huyện Tuy Phước|Tỉnh Bình Định
153.00021967|Xã Phước Hòa|Huyện Tuy Phước|Tỉnh Bình Định
153.00021970|Xã Phước Sơn|Huyện Tuy Phước|Tỉnh Bình Định
153.00021973|Xã Phước Hiệp|Huyện Tuy Phước|Tỉnh Bình Định
153.00021976|Xã Phước Lộc|Huyện Tuy Phước|Tỉnh Bình Định
153.00021979|Xã Phước Nghĩa|Huyện Tuy Phước|Tỉnh Bình Định
153.00021982|Xã Phước Thuận|Huyện Tuy Phước|Tỉnh Bình Định
153.00021985|Xã Phước An|Huyện Tuy Phước|Tỉnh Bình Định
153.00021988|Xã Phước Thành|Huyện Tuy Phước|Tỉnh Bình Định
153.00021994|Thị trấn Vân Canh|Huyện Vân Canh|Tỉnh Bình Định
153.00021997|Xã Canh Liên|Huyện Vân Canh|Tỉnh Bình Định
153.00022000|Xã Canh Hiệp|Huyện Vân Canh|Tỉnh Bình Định
153.00022003|Xã Canh Vinh|Huyện Vân Canh|Tỉnh Bình Định
153.00022006|Xã Canh Hiển|Huyện Vân Canh|Tỉnh Bình Định
153.00022009|Xã Canh Thuận|Huyện Vân Canh|Tỉnh Bình Định
153.00022012|Xã Canh Hòa|Huyện Vân Canh|Tỉnh Bình Định
153.00022015|Phường 1|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022018|Phường 8|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022021|Phường 2|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022024|Phường 9|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022027|Phường 3|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022030|Phường 4|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022033|Phường 5|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022036|Phường 7|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022039|Phường 6|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022040|Phường Phú Thạnh|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022041|Phường Phú Đông|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022042|Xã Hòa Kiến|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022045|Xã Bình Kiến|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022048|Xã Bình Ngọc|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022162|Xã An Phú|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022240|Phường Phú Lâm|Thành phố Tuy Hòa|Tỉnh Phú Yên
153.00022051|Phường Xuân Phú|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022052|Xã Xuân Lâm|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022053|Phường Xuân Thành|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022054|Xã Xuân Hải|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022057|Xã Xuân Lộc|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022060|Xã Xuân Bình|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022066|Xã Xuân Cảnh|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022069|Xã Xuân Thịnh|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022072|Xã Xuân Phương|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022073|Phường Xuân Yên|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022075|Xã Xuân Thọ 1|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022076|Phường Xuân Đài|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022078|Xã Xuân Thọ 2|Thị xã Sông Cầu|Tỉnh Phú Yên
153.00022081|Thị trấn La Hai|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022084|Xã Đa Lộc|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022087|Xã Phú Mỡ|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022090|Xã Xuân Lãnh|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022093|Xã Xuân Long|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022096|Xã Xuân Quang 1|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022099|Xã Xuân Sơn Bắc|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022102|Xã Xuân Quang 2|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022105|Xã Xuân Sơn Nam|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022108|Xã Xuân Quang 3|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022111|Xã Xuân Phước|Huyện Đồng Xuân|Tỉnh Phú Yên
153.00022114|Thị trấn Chí Thạnh|Huyện Tuy An|Tỉnh Phú Yên
153.00022117|Xã An Dân|Huyện Tuy An|Tỉnh Phú Yên
153.00022120|Xã An Ninh Tây|Huyện Tuy An|Tỉnh Phú Yên
153.00022123|Xã An Ninh Đông|Huyện Tuy An|Tỉnh Phú Yên
153.00022126|Xã An Thạch|Huyện Tuy An|Tỉnh Phú Yên
153.00022129|Xã An Định|Huyện Tuy An|Tỉnh Phú Yên
153.00022132|Xã An Nghiệp|Huyện Tuy An|Tỉnh Phú Yên
153.00022138|Xã An Cư|Huyện Tuy An|Tỉnh Phú Yên
153.00022141|Xã An Xuân|Huyện Tuy An|Tỉnh Phú Yên
153.00022144|Xã An Lĩnh|Huyện Tuy An|Tỉnh Phú Yên
153.00022147|Xã An Hòa Hải|Huyện Tuy An|Tỉnh Phú Yên
153.00022150|Xã An Hiệp|Huyện Tuy An|Tỉnh Phú Yên
153.00022153|Xã An Mỹ|Huyện Tuy An|Tỉnh Phú Yên
153.00022156|Xã An Chấn|Huyện Tuy An|Tỉnh Phú Yên
153.00022159|Xã An Thọ|Huyện Tuy An|Tỉnh Phú Yên
153.00022165|Thị trấn Củng Sơn|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022168|Xã Phước Tân|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022171|Xã Sơn Hội|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022174|Xã Sơn Định|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022177|Xã Sơn Long|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022180|Xã Cà Lúi|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022183|Xã Sơn Phước|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022186|Xã Sơn Xuân|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022189|Xã Sơn Nguyên|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022192|Xã Eachà Rang|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022195|Xã Krông Pa|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022198|Xã Suối Bạc|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022201|Xã Sơn Hà|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022204|Xã Suối Trai|Huyện Sơn Hòa|Tỉnh Phú Yên
153.00022207|Thị trấn Hai Riêng|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022210|Xã Ea Lâm|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022213|Xã Đức Bình Tây|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022216|Xã Ea Bá|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022219|Xã Sơn Giang|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022222|Xã Đức Bình Đông|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022225|Xã EaBar|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022228|Xã EaBia|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022231|Xã EaTrol|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022234|Xã Sông Hinh|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022237|Xã Ealy|Huyện Sông Hinh|Tỉnh Phú Yên
153.00022249|Xã Sơn Thành Tây|Huyện Tây Hòa|Tỉnh Phú Yên
153.00022250|Xã Sơn Thành Đông|Huyện Tây Hòa|Tỉnh Phú Yên
153.00022252|Xã Hòa Bình 1|Huyện Tây Hòa|Tỉnh Phú Yên
153.00022255|Thị trấn Phú Thứ|Huyện Tây Hòa|Tỉnh Phú Yên
153.00022264|Xã Hòa Phong|Huyện Tây Hòa|Tỉnh Phú Yên
153.00022270|Xã Hòa Phú|Huyện Tây Hòa|Tỉnh Phú Yên
153.00022273|Xã Hòa Tân Tây|Huyện Tây Hòa|Tỉnh Phú Yên
153.00022276|Xã Hòa Đồng|Huyện Tây Hòa|Tỉnh Phú Yên
153.00022285|Xã Hòa Mỹ Đông|Huyện Tây Hòa|Tỉnh Phú Yên
